PRT_ID,AREA,INT_SQFT,DIST_MAINROAD,N_ROOM,PARK_FACIL,Estimate
P04937,Chrompet,1046,96,3,Yes,2934280
P08542,Chrompet,997,92,3,No,3609750
P01040,Chrompet,743,146,2,Yes,1719940
P00206,Chrompet,845,74,3,Yes,2369530
P01945,Chrompet,848,118,3,Yes,2799850
P07148,Velachery,1884,55,5,No,3142250
P04097,Chrompet,849,52,3,No,2446920
P03434,Chrompet,1265,98,4,Yes,4645350
P00437,Anna Nagar,1760,153,4,No,3419170
P06956,Chrompet,905,30,3,No,2131280
P05376,Karapakkam,1453,130,4,No,4107720
P02731,Adyar,1247,153,4,Yes,2720130
P07895,Anna Nagar,1731,34,4,No,3588310
P03804,Chrompet,758,179,2,Yes,1875140
P05220,Velachery,1569,59,4,No,5219170
P08555,Chrompet,825,80,3,Yes,2364900
P03209,KK Nagar,1369,56,4,Yes,3935180
P01819,KK Nagar,2027,151,5,Yes,4713320
P07646,KK Nagar,1773,100,4,No,3504570
P00344,Chrompet,774,180,2,No,2761020
P04587,KK Nagar,1708,183,4,No,4329710
P09753,Velachery,1792,24,4,No,2881070
P08425,Adyar,1112,135,3,Yes,2946860
P05084,Karapakkam,1246,177,3,No,2664830
P03563,Chrompet,931,138,3,No,1939160
P01594,Karapakkam,983,186,3,No,2554500
P02339,KK Nagar,1631,21,4,Yes,4129740
P05555,Adyar,697,39,2,No,2875510
P04721,Adyar,681,198,2,No,2214870
P04093,Chrompet,1050,130,3,Yes,2777840
P08089,Anna Nagar,1870,58,5,No,3763810
P09378,Adyar,931,154,3,No,2600940
P07421,Anna Nagar,1703,198,4,No,3148260
P01759,Karapakkam,877,195,2,No,2882000
P07167,Adyar,722,127,2,Yes,3278610
P08437,Chrompet,762,119,2,No,2330310
P04886,Velachery,1510,138,4,Yes,2879480
P01479,Adyar,749,51,2,No,2639360
P02773,T Nagar,1840,76,5,No,4813260
P08470,Chrompet,784,6,2,Yes,3325260
P02635,Velachery,1699,30,4,No,4359200
P07872,Anna Nagar,1761,86,4,No,6110390
P03756,Adyar,700,2,2,Yes,3833440
P09216,Chrompet,830,178,3,Yes,1797460
P05141,Chrompet,834,158,3,No,2547200
P01509,KK Nagar,1305,4,3,Yes,5108390
P09721,Velachery,1653,91,4,Yes,5067270
P06471,Karapakkam,1351,162,4,No,3944710
P07114,Velachery,1576,127,4,Yes,3706430
P07201,Chrompet,796,24,2,Yes,2443690
P07279,Anna Nagar,1971,74,5,Yes,4447210
P03204,KK Nagar,2321,106,6,Yes,7960480
P08892,Chrompet,700,7,2,Yes,2555550
P02337,Anna Nagar,1699,5,4,Yes,4842340
P02354,KK Nagar,1323,93,3,Yes,6873050
P05088,Velachery,1710,120,4,No,2399810
P04908,Chrompet,838,9,3,No,2246750
P07238,KK Nagar,1805,21,5,Yes,4572010
P04781,Chrompet,1251,104,4,No,2163880
P05692,Chrompet,1247,123,4,Yes,3321980
P05453,Adyar,1228,184,4,No,2728950
P05143,Adyar,867,171,3,No,2995600
P07168,T Nagar,1519,191,4,No,5956580
P09853,Velachery,1922,42,5,Yes,6023860
P08595,Anna Nagar,1883,79,5,Yes,5786680
P05012,KK Nagar,1906,191,5,No,4675340
P00439,Chrompet,994,159,3,Yes,3763660
P09120,Velachery,1636,108,4,No,4793040
P03886,Karapakkam,1550,110,4,Yes,5660670
P02535,Adyar,1090,46,3,No,4343710
P00265,Anna Nagar,1808,180,5,No,4683790
P07202,KK Nagar,2029,39,5,Yes,4522640
P05788,Adyar,879,31,3,Yes,3007290
P04560,Karapakkam,1347,174,4,No,2721630
P09735,Velachery,1914,74,5,Yes,4427700
P02017,KK Nagar,1752,135,4,No,5093320
P08556,Chrompet,904,170,3,Yes,2976390
P07464,Velachery,1990,133,5,Yes,3766120
P01730,T Nagar,1934,122,5,No,3524930
P06056,Adyar,909,32,3,Yes,4787480
P02569,Adyar,1221,189,4,No,4006950
P02742,Karapakkam,688,36,2,Yes,3378210
P03291,KK Nagar,2379,22,6,No,8342910
P05070,Anna Nagar,1568,23,4,No,3533880
P05397,KK Nagar,1596,122,4,No,2939520
P06672,T Nagar,1678,137,4,Yes,5131720
P09063,Chrompet,1187,61,3,No,4405070
P03478,Anna Nagar,1732,166,4,No,3222950
P01872,KK Nagar,1534,100,4,No,5848220
P05603,KK Nagar,1327,128,3,No,4326540
P03466,KK Nagar,2245,165,6,Yes,8109120
P05441,Chrompet,839,76,3,No,2386900
P08898,Chrompet,1071,21,3,Yes,4101570
P03245,Chrompet,1172,163,3,No,3020240
P02998,Karapakkam,1516,75,4,Yes,3544590
P04449,Anna Nagar,1976,132,5,Yes,7217770
P03862,Karapakkam,995,179,3,Yes,1659870
P02804,Karapakkam,879,189,2,Yes,2504160
P07671,Chrompet,871,166,3,Yes,2681500
P00117,Anna Nagar,1669,137,4,Yes,5206700
P01553,Karapakkam,856,24,2,Yes,3065680
P00447,Chrompet,1186,149,3,No,2082390
P06178,Karapakkam,1213,180,3,Yes,4055420
P03984,Adyar,1053,131,3,Yes,3295710
P04693,Karapakkam,786,21,2,Yes,2106220
P00060,T Nagar,1888,26,5,No,5832090
P05115,KK Nagar,2210,127,5,Yes,4810910
P00083,Anna Nagar,1922,76,5,No,3394460
P08198,Adyar,825,70,3,No,2834390
P05593,Karapakkam,932,161,3,No,2852570
P04261,T Nagar,1661,169,4,No,5080620
P09233,Anna Nagar,1540,196,4,No,4652290
P00273,Chrompet,1208,133,4,Yes,3199830
P08100,KK Nagar,2041,183,5,No,7062370
P05204,Anna Nagar,1530,60,4,Yes,4840790
P03227,Karapakkam,640,110,2,No,1377410
P07378,Adyar,1226,140,4,Yes,3975210
P06105,Karapakkam,1462,125,4,Yes,6204000
P08922,Velachery,1724,10,4,No,5330060
P00503,Chrompet,940,85,3,No,3007080
P07943,Adyar,741,42,2,No,2812080
P08807,T Nagar,1635,195,4,Yes,5133930
P06960,Adyar,1274,60,4,Yes,3444700
P07964,KK Nagar,1676,82,4,Yes,7234510
P01877,Chrompet,1182,120,3,No,2375770
P07498,Chrompet,1105,144,3,Yes,2863800
P00950,Chrompet,768,57,2,Yes,2816960
P02037,Chrompet,927,76,3,Yes,2718330
P02967,Adyar,924,28,3,Yes,4006440
P02707,Karapakkam,911,42,3,No,1993120
P04395,Velachery,1956,156,5,No,4988490
P07215,KK Nagar,2077,116,5,No,6425390
P05901,Velachery,1991,44,5,No,4180030
P02962,KK Nagar,1726,152,4,No,5441920
P09674,Velachery,1779,6,4,No,5537610
P01273,T Nagar,1525,125,4,No,3227910
P06882,KK Nagar,2484,107,6,Yes,6005560
P03965,KK Nagar,1366,13,4,Yes,4891730
P09171,Chrompet,1257,60,4,No,3259550
P03192,Karapakkam,664,78,2,Yes,1688250
P05892,KK Nagar,2001,177,5,Yes,5235260
P00287,Chrompet,990,103,3,Yes,2804420
P07008,Velachery,1573,98,4,Yes,3029180
P08605,Chrompet,1083,149,3,Yes,2341160
P03692,Karapakkam,1179,170,3,No,3146470
P07403,Adyar,1120,169,3,No,3887180
P03515,Chrompet,846,100,3,No,2737730
P06680,KK Nagar,2209,85,5,Yes,4684540
P02182,Karapakkam,573,65,2,No,1562260
P06408,Velachery,1741,69,4,Yes,4433310
P00536,Anna Nagar,1667,104,4,Yes,4746250
P06357,Chrompet,813,50,3,No,2091970
P08276,Velachery,1749,192,4,No,4819140
P03412,T Nagar,1676,60,4,No,6272650
P03488,Anna Nagar,1603,73,4,Yes,5340890
P03320,Anna Nagar,1648,122,4,Yes,4384100
P08043,Adyar,661,119,2,No,3011720
P08239,Adyar,618,42,2,No,3431140
P02211,Velachery,1524,117,4,Yes,3976030
P00116,Chrompet,783,124,2,No,2000710
P02342,Chrompet,1247,8,4,No,4234890
P04287,Karapakkam,976,74,3,No,3509260
P00173,Chrompet,1279,16,4,No,2665380
P03475,Karapakkam,1434,197,4,No,2819400
P05235,Karapakkam,653,58,2,Yes,2757240
P00543,Chrompet,1120,197,3,Yes,3598560
P00862,T Nagar,1624,10,4,Yes,5165010
P00415,Anna Nagar,1512,92,4,No,3563860
P06233,Karapakkam,831,63,2,No,1582100
P08067,Chrompet,1107,55,3,Yes,3862070
P02978,Karapakkam,626,55,2,No,2932040
P06428,Velachery,1806,98,5,No,3422540
P00527,Chrompet,1056,176,3,No,2542140
P04738,KK Nagar,2157,122,5,No,4167000
P08678,Velachery,1672,98,4,Yes,3158500
P07665,Velachery,1621,126,4,No,4030760
P01811,Adyar,639,104,2,No,1444180
P07791,Chrompet,915,64,3,Yes,3370000
P00926,Chrompet,1201,80,4,No,3682450
P07298,Chrompet,734,191,2,Yes,2107350
P00613,Chrompet,987,47,3,Yes,4020270
P00804,Chrompet,717,74,2,No,2523330
P01664,Chrompet,841,8,3,Yes,2319820
P00875,Anna Nagar,1750,35,4,No,3503560
P07977,KK Nagar,1651,87,4,Yes,5793380
P08684,Anna Nagar,1585,35,4,No,4334490
P05628,KK Nagar,1788,4,5,No,5239890
P06503,Adyar,968,67,3,No,5405270
P06618,KK Nagar,1798,103,5,Yes,5203670
P05831,Anna Nagar,1710,83,4,No,2845920
P03735,KK Nagar,1826,151,5,No,4569730
P05393,Karapakkam,759,23,2,Yes,2674100
P08725,Anna Nagar,1651,188,4,No,4501470
P08986,Chrompet,1014,10,3,Yes,2722870
P05732,Karapakkam,1546,47,4,No,4993000
P07106,Chrompet,1130,129,3,No,3262770
P04966,Karapakkam,594,89,2,Yes,1946100
P06032,Velachery,1873,83,5,Yes,3142100
P03169,Velachery,1756,194,4,Yes,5230860
P01010,Chrompet,838,93,3,No,2124110
P04731,Velachery,1608,117,4,Yes,4756000
P05931,KK Nagar,2232,89,6,Yes,5844040
P00080,T Nagar,1530,172,4,Yes,7258000
P01233,T Nagar,1874,7,5,No,4825590
P05758,Velachery,1877,165,5,Yes,4628240
P04623,Karapakkam,1008,86,3,No,2785640
P02780,T Nagar,1912,124,5,Yes,4070920
P07944,Adyar,638,26,2,Yes,3960170
P07763,KK Nagar,2369,45,6,Yes,5884020
P04940,KK Nagar,1580,114,4,Yes,3290100
P06282,KK Nagar,1766,66,4,No,7283550
P01075,Anna Nagar,1943,113,5,Yes,4463770
P05871,Anna Nagar,1885,124,5,Yes,8474220
P07329,Chrompet,1233,93,4,Yes,2920840
P05001,Adyar,972,145,3,Yes,2644610
P10022,Velachery,1668,140,4,Yes,4462730
P06523,Anna Nagar,1758,157,4,Yes,3974360
P03300,Chrompet,1217,90,4,Yes,3323270
P08870,Velachery,1543,147,4,Yes,3959700
P10004,Velachery,1828,198,5,No,4029100
P03535,Karapakkam,1364,49,4,Yes,5052300
P07719,Velachery,1699,22,4,No,2525960
P08302,KK Nagar,2487,162,6,Yes,4908150
P02301,Chrompet,1012,146,3,Yes,2223300
P00866,Anna Nagar,1629,63,4,No,4025240
P08978,Chrompet,1034,193,3,No,3345910
P09913,Velachery,1514,109,4,Yes,3676670
P00698,Chrompt,892,154,3,Yes,3098200
P00681,Chrompet,999,196,3,Yes,3022390
P06060,Karapakkam,1486,156,4,No,4577230
P02859,Karapakkam,766,35,2,No,2701800
P08762,Velachery,1995,175,5,No,3778490
P07733,KK Nagar,1457,105,4,Yes,5722280
P05681,Chrompet,1059,127,3,No,4043110
P04094,Anna Nagar,1827,54,5,Yes,4177170
P06480,KK Nagar,1576,138,4,No,4162860
P06442,KK Nagar,2121,171,5,No,3897990
P05811,Karapakkam,963,93,3,No,1740300
P04049,Chrompet,940,119,3,Yes,3372000
P01003,Chrompet,1294,161,4,Yes,3440060
P08850,Adyar,726,123,2,No,3003410
P01338,Chrompet,1024,39,3,No,3287630
P06701,Chrompet,1292,45,4,No,4629820
P07076,Anna Nagar,1605,125,4,Yes,3791490
P06619,KK Nagar,1649,24,4,Yes,4520290
P09518,Velachery,1587,126,4,No,2988010
P01899,Karapakkam,1478,121,4,No,5442860
P00369,Anna Nagar,1654,36,4,Yes,5058420
P04747,Chrompet,887,198,3,No,2456170
P08920,Chrompet,1202,77,4,No,3861900
P03097,T Nagar,1601,179,4,No,4881670
P07288,KK Nagar,1748,48,4,Yes,4372450
P09209,Chrompet,883,109,3,No,2251440
P04757,Karapakkam,970,39,3,No,2751680
P03907,Karapakkam,1107,165,3,Yes,1646850
P04150,Chrompet,1273,177,4,No,3123870
P04581,KK Nagar,2392,179,6,Yes,5748460
P09801,Velachery,1846,40,5,Yes,3171940
P06725,Chrompet,719,36,2,No,1990090
P06575,Karapakkam,987,16,3,Yes,3483160
P04359,Chrompet,966,35,3,No,3013680
P02256,Karapakkam,1561,89,4,Yes,2801790
P06927,KK Nagar,2044,39,5,No,4376900
P08233,Adyar,892,109,3,No,3305040
P00991,Chrompet,727,69,2,Yes,2256520
P06872,Adyar,1116,81,3,Yes,3376860
P03894,Velachery,1689,164,4,Yes,4081160
P04174,Velachery,1716,55,4,Yes,4701270
P03045,Karapakkam,1152,80,3,Yes,3317000
P02375,Chrompet,1275,104,4,Yes,4457250
P06402,Karapakkam,1690,79,4,No,3552510
P05998,KK Nagar,2014,197,5,Yes,5599990
P06743,KK Nagar,2046,22,5,Yes,5852550
P04255,Karapakkam,644,10,2,No,2471500
P09341,Velachery,1519,34,4,No,3352070
P03214,Chrompet,866,3,3,Yes,3665960
P06425,Chrompet,1101,57,3,No,2169740
P01245,Chrompet,1024,118,3,Yes,2774850
P08200,KK Nagar,2434,102,6,Yes,5836970
P08833,Chrompet,1212,189,4,No,2962330
P00761,Anna Nagar,1825,198,5,Yes,4190340
P00406,Anna Nagar,1723,164,4,No,3227130
P02036,Karapakkam,665,39,2,No,2235870
P07043,Anna Nagar,1768,97,4,Yes,5265650
P04404,Chrompet,1231,150,4,No,2596170
P06190,Karapakkam,1038,168,3,No,1852490
P08366,Chrompet,759,95,2,No,2964690
P08404,Anna Nagar,1653,89,4,Yes,3550730
P01830,Chrompet,1217,20,4,No,2171320
P00933,Anna Nagar,1892,89,5,Yes,4642770
P01717,Chrompet,754,72,2,Yes,3163150
P08680,T Nagar,1508,182,4,No,3992700
P07549,T Nagar,1864,5,5,Yes,5575990
P02510,Karapakkam,1020,82,3,Yes,3474590
P03134,Adyar,642,106,2,No,2367020
P07843,Velachery,1883,106,5,Yes,3185140
P01134,Chrompet,841,187,3,Yes,2465140
P04308,Chrompet,985,166,3,No,2815650
P08087,KK Nagar,2171,36,5,No,5449220
P03518,Karapakkam,628,155,2,Yes,2819000
P09410,Anna Nagar,1730,108,4,Yes,6507590
P05816,Karapakkam,924,72,3,No,2442960
P06778,KK Nagar,2049,42,5,Yes,7402820
P08346,Chrompet,1238,30,4,Yes,3190320
P08397,Adyar,1054,82,3,No,2562950
P07486,KK Nagar,1544,53,4,No,4115520
P09848,Velachery,1842,83,5,Yes,4371620
P02150,Karapakkam,936,31,3,No,2026800
P04461,Chrompet,977,166,3,Yes,3442800
P06074,Karapakkam,1348,46,4,No,3473050
P09844,Velachery,1624,129,4,No,3635360
P08741,Chrompet,844,138,3,Yes,3893600
P01079,Chrompet,711,28,2,No,1816620
P04787,Karapakkam,1491,181,4,No,3753690
P00772,Chrompet,1282,200,4,No,3514350
P09306,Chrompet,905,15,3,Yes,2749130
P03131,Karapakkam,506,200,2,No,2055900
P05294,T Nagar,1991,110,5,No,5591280
P04381,Anna Nagar,1732,134,4,Yes,6749790
P06430,Velachery,1665,46,4,Yes,3016470
P02625,Karapakkam,745,166,2,No,1443370
P01562,KK Nagar,1960,200,5,Yes,7735530
P08637,Chrompet,1267,121,4,Yes,3587300
P09062,Chrompet,793,157,2,Yes,2596930
P05889,Adyar,808,125,3,No,2013020
P06397,Chrompet,817,186,3,Yes,2143880
P06607,Karapakkam,1020,108,3,Yes,4533620
P02509,Karapakkam,812,38,2,No,2358920
P08594,Anna Nagar,1874,88,5,Yes,6476430
P04337,Karapakkam,850,139,2,Yes,1426780
P00795,Chrompet,855,130,3,No,2903510
P02923,Chrompet,835,142,3,Yes,1977300
P09082,Chrompet,1073,124,3,No,2168600
P03826,Karapakkam,1676,183,4,No,3442160
P09002,T Nagar,1938,138,5,Yes,8437550
P06451,Chrompet,709,102,2,No,2929160
P09236,Chrompet,836,9,3,No,1887430
P08758,Chrompet,937,27,3,No,2387780
P09695,Velachery,1992,85,5,Yes,5101670
P03079,Anna Nagar,1554,150,4,No,3302120
P03624,Karapakkam,1035,32,3,No,1638320
P03859,Chrompet,889,31,3,No,1587510
P08675,Anna Nagar,1639,80,4,No,3251440
P08549,Adyar,622,137,2,No,1312520
P01581,Anna Nagar,1968,175,5,No,4907590
P06563,Karapakkam,603,187,2,Yes,3334350
P04368,Karapakkam,1117,151,3,No,3064430
P07757,Anna Nagar,1893,109,5,Yes,6339260
P09071,Velachery,1740,181,4,Yes,3815390
P02639,Karapakkam,1417,45,4,No,2805830
P04282,Chrompet,1288,83,4,No,2444000
P09428,Chrompet,1246,102,4,Yes,2586060
P09682,Velachery,1532,141,4,No,3082760
P03100,Karapakkam,1333,120,4,Yes,2060630
P01136,Chrompet,976,168,3,No,3127530
P02427,Chrompet,801,139,3,No,2214000
P01996,Adyar,824,15,3,No,2424560
P07482,Adyar,1030,69,3,No,3999740
P09630,Velachery,1817,99,5,No,3255810
P05324,Karapakkam,659,17,2,Yes,1308740
P08847,Velachery,1989,135,5,Yes,4094610
P05643,Adyar,857,4,3,Yes,2859680
P09184,T Nagar,1553,47,4,Yes,2930760
P02318,T Nagar,1599,142,4,No,4104730
P00737,Chrompet,897,132,3,No,3621850
P07146,Velachery,1604,60,4,Yes,3406140
P07326,KK Nagar,1573,80,4,Yes,5918600
P01199,Chrompet,742,61,2,Yes,3419160
P08365,Adyar,1225,13,4,Yes,6185600
P09749,Velachery,1950,180,5,No,6128290
P00094,Anna Nagar,1602,23,4,Yes,5031980
P08750,Velachery,1634,66,4,Yes,3331750
P03467,KK Nagar,1595,135,4,No,4192650
P09022,Chrompet,1034,22,3,No,2474040
P06580,KK Nagar,1562,89,4,No,6924510
P01138,Anna Nagar,1642,103,4,Yes,7393220
P08525,Adyar,1031,157,3,Yes,3858910
P02837,T Nagar,1658,185,4,Yes,3216830
P03321,Anna Nagar,1781,182,4,Yes,4084100
P08491,Velachery,1799,71,4,No,3570320
P04231,Karapakkam,1230,83,3,Yes,2510910
P08498,Chrompet,875,69,3,No,2606750
P07710,Adyar,1261,182,4,No,4308660
P03856,Chrompet,1242,72,4,No,2338010
P09797,Velachery,1747,168,4,No,4395180
P04511,Karapakkam,1667,65,4,No,5060220
P05527,Chrompet,723,63,2,Yes,2873450
P00457,Anna Nagar,1625,128,4,Yes,3785950
P01262,Chrompet,884,200,3,Yes,3104190
P09072,Adyar,736,143,2,No,3251290
P00065,Anna Nagar,1621,150,4,Yes,4055560
P06658,T Nagar,1890,9,5,Yes,4277890
P02700,KK Nagar,1915,189,5,No,3436960
P09789,Velachery,1911,108,5,Yes,6677330
P03398,KK Nagar,2370,112,6,Yes,3673870
P06823,Velachery,1903,134,5,Yes,4970650
P03155,KK Nagar,2273,83,6,Yes,3865550
P01414,Chrompet,1256,138,4,Yes,2636070
P03667,Adyar,1274,177,4,No,3132680
P02566,KK Nagar,2052,158,5,No,3953880
P03799,Karapakkam,941,195,3,Yes,3112260
P04876,Chrompet,1194,40,3,Yes,4156430
P05588,Karapakkam,1606,150,4,Yes,2569320
P01271,Chrompet,1249,178,4,No,2806660
P00496,Anna Nagar,1854,139,5,Yes,4524170
P07470,Velachery,1531,110,4,Yes,3219210
P01977,Anna Nagar,1895,76,5,Yes,8388190
P02199,Chrompet,983,92,3,No,2110780
P00588,Anna Nagar,1569,125,4,No,3769660
P02059,Anna Nagar,1609,15,4,No,4886180
P01169,Chrompet,912,167,3,Yes,2858800
P07610,Chrompet,998,23,3,Yes,2183600
P04960,Chrompet,990,191,3,No,2501330
P08074,Chrompet,994,47,3,Yes,2732170
P09988,Velachery,1898,77,5,No,3698040
P04918,Chrompet,754,38,2,Yes,3208080
P06023,Chrompet,710,5,2,No,2109550
P05019,Karapakkam,1287,102,3,No,3252340
P06765,KK Nagar,1601,48,4,Yes,3653690
P04116,Chrompet,943,21,3,No,3652950
P06702,KK Nagar,2374,104,6,Yes,6651650
P02358,Adyar,1178,200,3,Yes,3635220
P01130,Chrompet,1180,88,3,No,2385550
P02592,Karapakkam,1080,14,3,No,3255910
P05062,Adyar,1251,128,4,No,3423470
P05574,Adyar,997,81,3,No,2745460
P07220,Anna Nagar,1516,175,4,Yes,3560190
P00581,Chrompet,839,34,3,No,2473460
P07059,Chrompet,829,177,3,No,1949620
P06468,KK Nagar,1611,24,4,No,4356550
P01556,Karapakkam,1208,0,3,Yes,4457130
P02282,Velachery,1878,160,5,Yes,3993670
P08871,Chrompet,733,13,2,Yes,2917320
P04669,Chrompet,814,90,3,Yes,2603580
P07045,Chrompet,954,40,3,Yes,2338480
P07064,KK Nagar,2334,30,6,Yes,7107600
P07584,KK Nagar,1648,98,4,Yes,4400690
P01494,Anna Nagar,1993,6,5,No,3749470
P04687,Karapakkam,1337,45,4,Yes,3423220
P01740,Karapakkam,1616,186,4,No,2153400
P10030,Velachery,1640,117,4,Yes,4595210
P09421,Chrompet,1105,53,3,No,2117800
P07115,Adyar,1158,5,3,Yes,3380280
P08172,KK Nagar,1510,180,4,No,4108710
P04848,Karapakkam,644,63,2,No,3165920
P04945,Karapakkam,1192,76,3,No,2376660
P08379,Adyar,1209,186,4,No,3997970
P04780,Karapakkam,522,57,2,No,1411580
P03824,Karapakkam,881,50,2,Yes,4421250
P07832,Chrompet,1270,94,4,No,3743340
P00155,Chrompet,1024,140,3,No,2532030
P01677,Adyar,1017,142,3,Yes,3169400
P09895,Velachery,1992,118,5,No,5405710
P08022,KK Nagar,1323,181,3,No,4589120
P02697,Chrompet,1277,36,4,Noo,5071340
P01144,T Nagar,1960,35,5,No,6578450
P08687,Velachery,1822,41,5,Yes,4998320
P05878,Chrompet,934,105,3,No,2236230
P04309,Karapakkam,1119,2,3,No,3414200
P09938,Velachery,1941,15,5,No,5448150
P02042,Velachery,1937,126,5,Yes,3481230
P03215,KK Nagar,1972,179,5,No,4437480
P00736,Anna Nagar,1585,13,4,Yes,5323610
P00198,Anna Nagar,1933,110,5,Yes,3917020
P05911,T Nagar,1814,90,5,No,5513250
P01197,Chrompet,1129,88,3,No,3385290
P03268,KK Nagar,2083,1,5,Yes,4690950
P02812,KK Nagar,1668,184,4,Yes,4650620
P02446,Karapakkam,1608,36,4,Yes,3008390
P07276,Velachery,1606,121,4,Yes,4472920
P03801,Karapakkam,1284,125,3,No,1832160
P08046,T Nagar,1903,7,5,No,5737580
P08671,Chrompet,956,1,3,Yes,2961850
P09873,Velachery,1807,146,5,Yes,3310990
P09954,Velachery,1591,78,4,Yes,4710080
P09006,T Nagar,1626,186,4,No,6422430
P08704,Anna Nagar,1634,9,4,No,5530030
P04905,KK Nagar,2127,50,5,No,5726860
P03306,KK Nagar,1512,45,4,No,4089190
P06372,Karapakkam,1528,140,4,Yes,5464680
P01441,Adyar,1122,142,3,No,3063680
P04964,KK Nagar,1395,17,4,No,4366360
P00999,T Nagar,1791,194,4,Yes,5117490
P09227,Anna Nagar,1972,37,5,Yes,6054050
P09820,Velachery,1831,70,5,No,3543770
P09118,Velachery,1516,119,4,No,5341130
P05368,Karapakkam,1534,72,4,Yes,3623310
P02122,KK Nagar,2476,48,6,Yes,10293890
P07918,Adyar,1250,155,4,No,4050390
P04162,Karapakkam,1479,196,4,Yes,4863300
P05361,Karapakkam,592,152,2,No,2059880
P06284,Karapakkam,1433,53,4,No,3435710
P02214,KK Nagar,1323,164,3,Yes,5077070
P09155,Anna Nagar,1969,85,5,No,8269660
P03677,KK Nagar,2084,120,5,Yes,4720250
P07476,Adyar,1084,159,3,No,2902320
P01731,Anna Nagar,1998,61,5,No,3476520
P07305,Chrompet,853,129,3,No,2891510
P03832,KK Nagar,2105,40,5,No,4184810
P02213,KK Nagar,1860,34,5,Yes,5886940
P04635,Velachery,1576,56,4,No,4736260
P07702,Chrompet,1278,31,4,No,2341610
P04659,Chrompet,748,68,2,No,2736030
P01211,Anna Nagar,1791,122,4,No,4734140
P04990,Anna Nagar,1687,28,4,No,7420360
P08721,Chrompet,1065,19,3,No,3252650
P08484,Anna Nagar,1710,103,4,Yes,3864970
P05016,T Nagar,1965,54,5,No,6615740
P02474,Anna Nagar,1893,123,5,No,5947680
P06371,T Nagar,1950,126,5,Yes,3668300
P03280,Karapakkam,1576,64,4,No,3437400
P05026,Karapakkam,567,98,2,Yes,3098560
P07426,Anna Nagar,1831,128,5,No,3297110
P04408,Karapakkam,1460,143,4,Yes,6166440
P03354,Anna Nagar,1638,45,4,No,6885840
P01894,Velachery,1823,74,5,Yes,4291450
P02333,Chrompet,847,76,3,No,2599790
P07799,KK Nagar,2250,161,6,Yes,6046880
P07154,Chrompet,840,184,3,Yes,2299280
P02400,KK Nagar,2001,33,5,No,6835240
P06162,Velachery,1926,200,5,No,2874390
P00309,Chrompet,932,172,3,No,3513990
P04969,Karapakkam,777,144,2,Yes,1907270
P07230,KK Nagar,1612,73,4,Yes,6521060
P01289,Chrompet,1251,184,4,Yes,4499090
P09865,Velachery,1746,66,4,Yes,3815040
P02430,KK Nagar,1741,16,4,No,4190940
P06868,Anna Nagar,1997,31,5,Yes,3574700
P08654,Velachery,1506,157,4,Yes,3446230
P06566,Karapakkam,1390,77,4,Yes,2398790
P07715,Chrompet,745,82,2,No,2853270
P02250,KK Nagar,1473,44,4,No,3702150
P08124,Velachery,1574,148,4,No,4473460
P09857,Velachery,1892,43,5,No,2884600
P01366,Anna Nagar,1820,200,5,No,3218240
P09181,Anna Nagar,1915,1,5,Yes,6984110
P08627,Adyar,1191,119,3,Yes,4580000
P01204,T Nagar,1507,62,4,Yes,3777110
P07240,Adyar,1100,67,3,Yes,3724190
P02415,Karapakkam,748,65,2,No,2401020
P06520,Velachery,1887,10,5,No,2506730
P03740,Karapakkam,523,191,2,No,1294080
P06731,Chrompet,756,0,2,No,2876990
P03863,Chrompet,973,183,3,No,2202980
P00690,T Nagar,1839,41,5,No,6956900
P07223,KK Nagar,1316,183,3,Yes,3866540
P03212,Karapakkam,1638,29,4,No,2469530
P03952,Karapakkam,1688,154,4,No,3113950
P03035,Chrompet,1215,33,4,No,2348800
P08453,Chrompet,911,83,3,No,2126470
P04143,KK Nagar,1584,29,4,Yes,5599460
P03456,KK Nagar,2009,62,5,Yes,5535550
P06420,Karapakkam,1602,73,4,Yes,2708450
P00676,Anna Nagar,1708,161,4,No,3400280
P01611,Adyar,735,64,2,Yes,2710700
P07700,KK Nagar,2462,4,6,Yes,7967310
P05678,Anna Nagar,1990,21,5,Yes,5930450
P03313,Anna Nagar,1905,13,5,Yes,3756660
P08900,Velachery,1944,136,5,Yes,3449250
P09795,Velachery,1601,32,4,Yes,5525700
P00424,Chrompet,1228,198,4,Yes,2950540
P09232,Velachery,1859,13,5,No,2907490
P01229,T Nagar,1817,160,5,Yes,3849040
P05061,Velachery,1564,61,4,Yes,5484070
P00689,Chrompet,933,94,3,Yes,2975100
P09150,Velachery,1642,58,4,Yes,3038670
P03744,KK Nagar,1318,128,3,Yes,5752220
P03697,Anna Nagar,1623,98,4,Yes,4677160
P02226,KK Nagar,2030,5,5,Yes,5249410
P04289,Karapakkam,545,186,2,No,1505470
P09693,Velachery,1876,97,5,Yes,2745430
P02329,KK Nagar,1767,187,4,Yes,4574990
P02281,Karapakkam,1209,70,3,Yes,4107790
P00752,Anna Nagar,1804,49,5,Yes,5932270
P06885,Adyar,893,48,3,Yes,5082820
P01980,Karapakkam,1289,181,3,Yes,2067990
P02414,Karapakkam,1694,123,4,Yes,7009130
P01292,Anna Nagar,1622,1,4,No,4698370
P07559,KK Nagar,1579,97,4,No,3254280
